source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
referral,desktop,2023-07-09,27,27.0,21.0,5.0,1.0,1.0,0.7778,0.2381,0.2,1.0,0.037
referral,mobile,2023-07-09,35,35.0,26.0,7.0,4.0,4.0,0.7429,0.2692,0.5714,1.0,0.1143
referral,tablet,2023-07-09,5,5.0,4.0,1.0,0.0,0.0,0.8,0.25,0.0,,0.0
email,desktop,2023-07-08,38,38.0,28.0,7.0,3.0,2.0,0.7368,0.25,0.4286,0.6667,0.0526
email,mobile,2023-07-08,84,84.0,59.0,23.0,12.0,9.0,0.7024,0.3898,0.5217,0.75,0.1071
email,tablet,2023-07-08,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
organic,desktop,2023-07-08,139,139.0,113.0,46.0,20.0,18.0,0.8129,0.4071,0.4348,0.9,0.1295
organic,mobile,2023-07-08,253,253.0,209.0,68.0,31.0,28.0,0.8261,0.3254,0.4559,0.9032,0.1107
organic,tablet,2023-07-08,19,19.0,15.0,8.0,5.0,5.0,0.7895,0.5333,0.625,1.0,0.2632
paid,desktop,2023-07-08,76,76.0,67.0,21.0,14.0,13.0,0.8816,0.3134,0.6667,0.9286,0.1711
paid,mobile,2023-07-08,227,227.0,182.0,66.0,33.0,30.0,0.8018,0.3626,0.5,0.9091,0.1322
paid,tablet,2023-07-08,12,12.0,12.0,3.0,2.0,2.0,1.0,0.25,0.6667,1.0,0.1667
referral,desktop,2023-07-08,26,26.0,22.0,7.0,3.0,3.0,0.8462,0.3182,0.4286,1.0,0.1154
referral,mobile,2023-07-08,47,47.0,41.0,10.0,6.0,4.0,0.8723,0.2439,0.6,0.6667,0.0851
referral,tablet,2023-07-08,4,4.0,3.0,1.0,1.0,1.0,0.75,0.3333,1.0,1.0,0.25
email,desktop,2023-07-07,31,31.0,26.0,6.0,2.0,2.0,0.8387,0.2308,0.3333,1.0,0.0645
email,mobile,2023-07-07,60,60.0,44.0,21.0,10.0,6.0,0.7333,0.4773,0.4762,0.6,0.1
email,tablet,2023-07-07,6,6.0,4.0,1.0,1.0,1.0,0.6667,0.25,1.0,1.0,0.1667
organic,desktop,2023-07-07,101,101.0,81.0,35.0,18.0,17.0,0.802,0.4321,0.5143,0.9444,0.1683
organic,mobile,2023-07-07,250,250.0,202.0,63.0,33.0,28.0,0.808,0.3119,0.5238,0.8485,0.112
organic,tablet,2023-07-07,17,17.0,15.0,3.0,2.0,1.0,0.8824,0.2,0.6667,0.5,0.0588
paid,desktop,2023-07-07,91,91.0,78.0,25.0,16.0,16.0,0.8571,0.3205,0.64,1.0,0.1758
paid,mobile,2023-07-07,197,197.0,160.0,42.0,23.0,20.0,0.8122,0.2625,0.5476,0.8696,0.1015
paid,tablet,2023-07-07,17,17.0,15.0,2.0,1.0,1.0,0.8824,0.1333,0.5,1.0,0.0588
referral,desktop,2023-07-07,16,16.0,13.0,3.0,2.0,2.0,0.8125,0.2308,0.6667,1.0,0.125
referral,mobile,2023-07-07,47,47.0,40.0,9.0,5.0,5.0,0.8511,0.225,0.5556,1.0,0.1064
referral,tablet,2023-07-07,6,6.0,4.0,2.0,1.0,1.0,0.6667,0.5,0.5,1.0,0.1667
email,desktop,2023-07-06,26,26.0,21.0,9.0,7.0,5.0,0.8077,0.4286,0.7778,0.7143,0.1923
email,mobile,2023-07-06,79,79.0,64.0,25.0,10.0,10.0,0.8101,0.3906,0.4,1.0,0.1266
email,tablet,2023-07-06,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
organic,desktop,2023-07-06,112,112.0,92.0,35.0,16.0,14.0,0.8214,0.3804,0.4571,0.875,0.125
organic,mobile,2023-07-06,243,243.0,198.0,58.0,29.0,26.0,0.8148,0.2929,0.5,0.8966,0.107
organic,tablet,2023-07-06,12,12.0,9.0,6.0,3.0,3.0,0.75,0.6667,0.5,1.0,0.25
paid,desktop,2023-07-06,101,101.0,85.0,23.0,12.0,9.0,0.8416,0.2706,0.5217,0.75,0.0891
paid,mobile,2023-07-06,205,205.0,167.0,46.0,21.0,16.0,0.8146,0.2754,0.4565,0.7619,0.078
paid,tablet,2023-07-06,14,14.0,14.0,6.0,3.0,2.0,1.0,0.4286,0.5,0.6667,0.1429
referral,desktop,2023-07-06,20,20.0,19.0,9.0,4.0,4.0,0.95,0.4737,0.4444,1.0,0.2
referral,mobile,2023-07-06,41,41.0,37.0,12.0,5.0,4.0,0.9024,0.3243,0.4167,0.8,0.0976
referral,tablet,2023-07-06,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2023-07-05,35,35.0,28.0,7.0,4.0,4.0,0.8,0.25,0.5714,1.0,0.1143
email,mobile,2023-07-05,60,60.0,46.0,6.0,4.0,4.0,0.7667,0.1304,0.6667,1.0,0.0667
email,tablet,2023-07-05,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
organic,desktop,2023-07-05,111,111.0,97.0,37.0,23.0,21.0,0.8739,0.3814,0.6216,0.913,0.1892
organic,mobile,2023-07-05,289,289.0,230.0,72.0,35.0,31.0,0.7958,0.313,0.4861,0.8857,0.1073
organic,tablet,2023-07-05,17,17.0,12.0,5.0,2.0,2.0,0.7059,0.4167,0.4,1.0,0.1176
paid,desktop,2023-07-05,102,102.0,75.0,30.0,18.0,16.0,0.7353,0.4,0.6,0.8889,0.1569
paid,mobile,2023-07-05,191,191.0,153.0,45.0,14.0,12.0,0.801,0.2941,0.3111,0.8571,0.0628
paid,tablet,2023-07-05,19,19.0,17.0,13.0,5.0,5.0,0.8947,0.7647,0.3846,1.0,0.2632
referral,desktop,2023-07-05,24,24.0,20.0,7.0,4.0,4.0,0.8333,0.35,0.5714,1.0,0.1667
referral,mobile,2023-07-05,41,41.0,33.0,11.0,4.0,4.0,0.8049,0.3333,0.3636,1.0,0.0976
referral,tablet,2023-07-05,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
email,desktop,2023-07-04,27,27.0,20.0,11.0,8.0,6.0,0.7407,0.55,0.7273,0.75,0.2222
email,mobile,2023-07-04,66,66.0,52.0,20.0,12.0,11.0,0.7879,0.3846,0.6,0.9167,0.1667
email,tablet,2023-07-04,10,10.0,9.0,2.0,0.0,0.0,0.9,0.2222,0.0,,0.0
organic,desktop,2023-07-04,116,116.0,91.0,32.0,18.0,15.0,0.7845,0.3516,0.5625,0.8333,0.1293
organic,mobile,2023-07-04,255,255.0,215.0,74.0,36.0,29.0,0.8431,0.3442,0.4865,0.8056,0.1137
organic,tablet,2023-07-04,19,19.0,16.0,8.0,6.0,6.0,0.8421,0.5,0.75,1.0,0.3158
paid,desktop,2023-07-04,73,73.0,61.0,17.0,11.0,10.0,0.8356,0.2787,0.6471,0.9091,0.137
paid,mobile,2023-07-04,211,211.0,159.0,54.0,20.0,16.0,0.7536,0.3396,0.3704,0.8,0.0758
paid,tablet,2023-07-04,15,15.0,10.0,2.0,1.0,1.0,0.6667,0.2,0.5,1.0,0.0667
referral,desktop,2023-07-04,18,18.0,15.0,4.0,1.0,1.0,0.8333,0.2667,0.25,1.0,0.0556
referral,mobile,2023-07-04,53,53.0,44.0,15.0,5.0,5.0,0.8302,0.3409,0.3333,1.0,0.0943
referral,tablet,2023-07-04,8,8.0,5.0,1.0,0.0,0.0,0.625,0.2,0.0,,0.0
email,desktop,2023-07-03,34,34.0,23.0,8.0,4.0,2.0,0.6765,0.3478,0.5,0.5,0.0588
email,mobile,2023-07-03,76,76.0,64.0,22.0,13.0,11.0,0.8421,0.3438,0.5909,0.8462,0.1447
email,tablet,2023-07-03,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2023-07-03,108,108.0,88.0,25.0,17.0,13.0,0.8148,0.2841,0.68,0.7647,0.1204
organic,mobile,2023-07-03,242,242.0,199.0,63.0,26.0,25.0,0.8223,0.3166,0.4127,0.9615,0.1033
organic,tablet,2023-07-03,16,16.0,13.0,6.0,3.0,3.0,0.8125,0.4615,0.5,1.0,0.1875
paid,desktop,2023-07-03,94,94.0,75.0,30.0,17.0,17.0,0.7979,0.4,0.5667,1.0,0.1809
paid,mobile,2023-07-03,184,184.0,148.0,41.0,19.0,17.0,0.8043,0.277,0.4634,0.8947,0.0924
paid,tablet,2023-07-03,17,17.0,15.0,9.0,6.0,6.0,0.8824,0.6,0.6667,1.0,0.3529
referral,desktop,2023-07-03,28,28.0,16.0,8.0,3.0,3.0,0.5714,0.5,0.375,1.0,0.1071
referral,mobile,2023-07-03,47,47.0,34.0,15.0,10.0,9.0,0.7234,0.4412,0.6667,0.9,0.1915
referral,tablet,2023-07-03,3,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.3333
email,desktop,2023-07-02,42,42.0,35.0,15.0,9.0,8.0,0.8333,0.4286,0.6,0.8889,0.1905
email,mobile,2023-07-02,79,79.0,64.0,24.0,11.0,10.0,0.8101,0.375,0.4583,0.9091,0.1266
email,tablet,2023-07-02,5,5.0,3.0,1.0,0.0,0.0,0.6,0.3333,0.0,,0.0
organic,desktop,2023-07-02,128,128.0,104.0,28.0,9.0,8.0,0.8125,0.2692,0.3214,0.8889,0.0625
organic,mobile,2023-07-02,246,246.0,201.0,59.0,25.0,21.0,0.8171,0.2935,0.4237,0.84,0.0854
organic,tablet,2023-07-02,26,26.0,21.0,6.0,2.0,2.0,0.8077,0.2857,0.3333,1.0,0.0769
paid,desktop,2023-07-02,98,98.0,88.0,24.0,10.0,9.0,0.898,0.2727,0.4167,0.9,0.0918
paid,mobile,2023-07-02,219,219.0,166.0,56.0,25.0,23.0,0.758,0.3373,0.4464,0.92,0.105
paid,tablet,2023-07-02,14,14.0,13.0,3.0,2.0,2.0,0.9286,0.2308,0.6667,1.0,0.1429
referral,desktop,2023-07-02,26,26.0,22.0,8.0,4.0,4.0,0.8462,0.3636,0.5,1.0,0.1538
referral,mobile,2023-07-02,64,64.0,46.0,15.0,4.0,3.0,0.7188,0.3261,0.2667,0.75,0.0469
referral,tablet,2023-07-02,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
email,desktop,2023-07-01,33,33.0,29.0,9.0,3.0,3.0,0.8788,0.3103,0.3333,1.0,0.0909
email,mobile,2023-07-01,61,61.0,52.0,15.0,9.0,6.0,0.8525,0.2885,0.6,0.6667,0.0984
email,tablet,2023-07-01,5,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2023-07-01,100,100.0,76.0,22.0,12.0,11.0,0.76,0.2895,0.5455,0.9167,0.11
organic,mobile,2023-07-01,270,270.0,214.0,67.0,31.0,27.0,0.7926,0.3131,0.4627,0.871,0.1
organic,tablet,2023-07-01,22,22.0,14.0,4.0,2.0,2.0,0.6364,0.2857,0.5,1.0,0.0909
paid,desktop,2023-07-01,95,95.0,82.0,28.0,9.0,9.0,0.8632,0.3415,0.3214,1.0,0.0947
paid,mobile,2023-07-01,185,185.0,152.0,51.0,23.0,20.0,0.8216,0.3355,0.451,0.8696,0.1081
paid,tablet,2023-07-01,18,18.0,16.0,5.0,2.0,1.0,0.8889,0.3125,0.4,0.5,0.0556
referral,desktop,2023-07-01,18,18.0,15.0,4.0,3.0,3.0,0.8333,0.2667,0.75,1.0,0.1667
referral,mobile,2023-07-01,40,40.0,32.0,8.0,3.0,2.0,0.8,0.25,0.375,0.6667,0.05
referral,tablet,2023-07-01,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
email,desktop,2023-06-30,22,22.0,18.0,4.0,2.0,2.0,0.8182,0.2222,0.5,1.0,0.0909
email,mobile,2023-06-30,60,60.0,50.0,12.0,2.0,2.0,0.8333,0.24,0.1667,1.0,0.0333
email,tablet,2023-06-30,4,4.0,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25
organic,desktop,2023-06-30,122,122.0,102.0,34.0,13.0,10.0,0.8361,0.3333,0.3824,0.7692,0.082
organic,mobile,2023-06-30,267,267.0,219.0,67.0,31.0,28.0,0.8202,0.3059,0.4627,0.9032,0.1049
organic,tablet,2023-06-30,14,14.0,8.0,3.0,2.0,2.0,0.5714,0.375,0.6667,1.0,0.1429
paid,desktop,2023-06-30,89,89.0,62.0,19.0,8.0,5.0,0.6966,0.3065,0.4211,0.625,0.0562
paid,mobile,2023-06-30,230,230.0,199.0,62.0,25.0,24.0,0.8652,0.3116,0.4032,0.96,0.1043
paid,tablet,2023-06-30,16,16.0,13.0,4.0,2.0,2.0,0.8125,0.3077,0.5,1.0,0.125
referral,desktop,2023-06-30,23,23.0,17.0,7.0,3.0,1.0,0.7391,0.4118,0.4286,0.3333,0.0435
referral,mobile,2023-06-30,40,40.0,33.0,10.0,7.0,7.0,0.825,0.303,0.7,1.0,0.175
referral,tablet,2023-06-30,5,5.0,4.0,2.0,1.0,1.0,0.8,0.5,0.5,1.0,0.2
email,desktop,2023-06-29,36,36.0,31.0,11.0,3.0,3.0,0.8611,0.3548,0.2727,1.0,0.0833
email,mobile,2023-06-29,71,71.0,61.0,20.0,7.0,6.0,0.8592,0.3279,0.35,0.8571,0.0845
email,tablet,2023-06-29,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2023-06-29,104,104.0,84.0,27.0,12.0,12.0,0.8077,0.3214,0.4444,1.0,0.1154
organic,mobile,2023-06-29,272,272.0,222.0,83.0,38.0,34.0,0.8162,0.3739,0.4578,0.8947,0.125
organic,tablet,2023-06-29,16,16.0,12.0,2.0,1.0,1.0,0.75,0.1667,0.5,1.0,0.0625
paid,desktop,2023-06-29,97,97.0,78.0,18.0,7.0,6.0,0.8041,0.2308,0.3889,0.8571,0.0619
paid,mobile,2023-06-29,189,189.0,151.0,51.0,34.0,28.0,0.7989,0.3377,0.6667,0.8235,0.1481
paid,tablet,2023-06-29,4,4.0,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25
referral,desktop,2023-06-29,18,18.0,14.0,6.0,2.0,2.0,0.7778,0.4286,0.3333,1.0,0.1111
referral,mobile,2023-06-29,58,58.0,48.0,17.0,9.0,7.0,0.8276,0.3542,0.5294,0.7778,0.1207
referral,tablet,2023-06-29,3,3.0,2.0,2.0,0.0,0.0,0.6667,1.0,0.0,,0.0
email,desktop,2023-06-28,32,32.0,25.0,8.0,3.0,3.0,0.7813,0.32,0.375,1.0,0.0938
email,mobile,2023-06-28,67,67.0,54.0,21.0,12.0,11.0,0.806,0.3889,0.5714,0.9167,0.1642
email,tablet,2023-06-28,5,5.0,3.0,1.0,1.0,1.0,0.6,0.3333,1.0,1.0,0.2
organic,desktop,2023-06-28,111,111.0,89.0,34.0,12.0,11.0,0.8018,0.382,0.3529,0.9167,0.0991
organic,mobile,2023-06-28,254,254.0,204.0,67.0,32.0,30.0,0.8031,0.3284,0.4776,0.9375,0.1181
organic,tablet,2023-06-28,15,15.0,14.0,6.0,2.0,2.0,0.9333,0.4286,0.3333,1.0,0.1333
paid,desktop,2023-06-28,98,98.0,77.0,26.0,8.0,8.0,0.7857,0.3377,0.3077,1.0,0.0816
paid,mobile,2023-06-28,229,229.0,186.0,58.0,29.0,21.0,0.8122,0.3118,0.5,0.7241,0.0917
paid,tablet,2023-06-28,18,18.0,14.0,7.0,2.0,2.0,0.7778,0.5,0.2857,1.0,0.1111
referral,desktop,2023-06-28,11,11.0,9.0,1.0,1.0,1.0,0.8182,0.1111,1.0,1.0,0.0909
referral,mobile,2023-06-28,47,47.0,38.0,13.0,1.0,1.0,0.8085,0.3421,0.0769,1.0,0.0213
referral,tablet,2023-06-28,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2023-06-27,35,35.0,27.0,11.0,4.0,4.0,0.7714,0.4074,0.3636,1.0,0.1143
email,mobile,2023-06-27,62,62.0,48.0,12.0,5.0,5.0,0.7742,0.25,0.4167,1.0,0.0806
email,tablet,2023-06-27,4,4.0,2.0,1.0,0.0,0.0,0.5,0.5,0.0,,0.0
organic,desktop,2023-06-27,115,115.0,87.0,35.0,19.0,15.0,0.7565,0.4023,0.5429,0.7895,0.1304
organic,mobile,2023-06-27,252,252.0,202.0,71.0,36.0,32.0,0.8016,0.3515,0.507,0.8889,0.127
organic,tablet,2023-06-27,20,20.0,14.0,7.0,4.0,3.0,0.7,0.5,0.5714,0.75,0.15
paid,desktop,2023-06-27,97,97.0,77.0,22.0,11.0,10.0,0.7938,0.2857,0.5,0.9091,0.1031
paid,mobile,2023-06-27,197,197.0,150.0,51.0,30.0,27.0,0.7614,0.34,0.5882,0.9,0.1371
paid,tablet,2023-06-27,7,7.0,5.0,2.0,2.0,2.0,0.7143,0.4,1.0,1.0,0.2857
referral,desktop,2023-06-27,18,18.0,16.0,5.0,1.0,1.0,0.8889,0.3125,0.2,1.0,0.0556
referral,mobile,2023-06-27,47,47.0,37.0,10.0,4.0,3.0,0.7872,0.2703,0.4,0.75,0.0638
referral,tablet,2023-06-27,4,4.0,4.0,3.0,3.0,3.0,1.0,0.75,1.0,1.0,0.75
email,desktop,2023-06-26,28,28.0,21.0,8.0,2.0,2.0,0.75,0.381,0.25,1.0,0.0714
email,mobile,2023-06-26,70,70.0,54.0,17.0,9.0,5.0,0.7714,0.3148,0.5294,0.5556,0.0714
email,tablet,2023-06-26,5,5.0,5.0,3.0,1.0,1.0,1.0,0.6,0.3333,1.0,0.2
organic,desktop,2023-06-26,120,120.0,98.0,27.0,11.0,9.0,0.8167,0.2755,0.4074,0.8182,0.075
organic,mobile,2023-06-26,275,275.0,224.0,73.0,30.0,27.0,0.8145,0.3259,0.411,0.9,0.0982
organic,tablet,2023-06-26,17,17.0,11.0,5.0,4.0,4.0,0.6471,0.4545,0.8,1.0,0.2353
paid,desktop,2023-06-26,86,86.0,63.0,18.0,9.0,9.0,0.7326,0.2857,0.5,1.0,0.1047
paid,mobile,2023-06-26,195,195.0,157.0,43.0,16.0,12.0,0.8051,0.2739,0.3721,0.75,0.0615
paid,tablet,2023-06-26,13,13.0,12.0,9.0,6.0,6.0,0.9231,0.75,0.6667,1.0,0.4615
referral,desktop,2023-06-26,18,18.0,14.0,3.0,1.0,1.0,0.7778,0.2143,0.3333,1.0,0.0556
referral,mobile,2023-06-26,51,51.0,45.0,10.0,8.0,8.0,0.8824,0.2222,0.8,1.0,0.1569
referral,tablet,2023-06-26,4,4.0,4.0,2.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2023-06-25,31,31.0,23.0,5.0,3.0,2.0,0.7419,0.2174,0.6,0.6667,0.0645
email,mobile,2023-06-25,68,68.0,57.0,15.0,8.0,8.0,0.8382,0.2632,0.5333,1.0,0.1176
email,tablet,2023-06-25,4,4.0,2.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2023-06-25,109,109.0,85.0,28.0,16.0,13.0,0.7798,0.3294,0.5714,0.8125,0.1193
organic,mobile,2023-06-25,262,262.0,202.0,63.0,31.0,29.0,0.771,0.3119,0.4921,0.9355,0.1107
organic,tablet,2023-06-25,25,25.0,18.0,5.0,4.0,4.0,0.72,0.2778,0.8,1.0,0.16
paid,desktop,2023-06-25,81,81.0,68.0,19.0,8.0,7.0,0.8395,0.2794,0.4211,0.875,0.0864
paid,mobile,2023-06-25,215,215.0,177.0,46.0,19.0,18.0,0.8233,0.2599,0.413,0.9474,0.0837
paid,tablet,2023-06-25,18,18.0,15.0,5.0,2.0,2.0,0.8333,0.3333,0.4,1.0,0.1111
referral,desktop,2023-06-25,18,18.0,16.0,3.0,0.0,0.0,0.8889,0.1875,0.0,,0.0
referral,mobile,2023-06-25,54,54.0,46.0,14.0,9.0,7.0,0.8519,0.3043,0.6429,0.7778,0.1296
referral,tablet,2023-06-25,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
email,desktop,2023-06-24,31,31.0,22.0,9.0,4.0,4.0,0.7097,0.4091,0.4444,1.0,0.129
email,mobile,2023-06-24,69,69.0,52.0,14.0,6.0,6.0,0.7536,0.2692,0.4286,1.0,0.087
email,tablet,2023-06-24,7,7.0,5.0,4.0,1.0,1.0,0.7143,0.8,0.25,1.0,0.1429
organic,desktop,2023-06-24,107,107.0,88.0,35.0,18.0,17.0,0.8224,0.3977,0.5143,0.9444,0.1589
organic,mobile,2023-06-24,257,257.0,207.0,73.0,46.0,41.0,0.8054,0.3527,0.6301,0.8913,0.1595
organic,tablet,2023-06-24,19,19.0,15.0,6.0,4.0,4.0,0.7895,0.4,0.6667,1.0,0.2105
paid,desktop,2023-06-24,85,85.0,65.0,21.0,12.0,11.0,0.7647,0.3231,0.5714,0.9167,0.1294
paid,mobile,2023-06-24,209,209.0,172.0,51.0,29.0,25.0,0.823,0.2965,0.5686,0.8621,0.1196
paid,tablet,2023-06-24,18,18.0,13.0,5.0,2.0,2.0,0.7222,0.3846,0.4,1.0,0.1111
referral,desktop,2023-06-24,28,28.0,22.0,11.0,5.0,5.0,0.7857,0.5,0.4545,1.0,0.1786
referral,mobile,2023-06-24,53,53.0,36.0,12.0,5.0,5.0,0.6792,0.3333,0.4167,1.0,0.0943
referral,tablet,2023-06-24,5,5.0,3.0,3.0,1.0,1.0,0.6,1.0,0.3333,1.0,0.2
email,desktop,2023-06-23,31,31.0,22.0,10.0,6.0,5.0,0.7097,0.4545,0.6,0.8333,0.1613
email,mobile,2023-06-23,61,61.0,50.0,21.0,12.0,11.0,0.8197,0.42,0.5714,0.9167,0.1803
email,tablet,2023-06-23,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2023-06-23,128,128.0,102.0,25.0,14.0,11.0,0.7969,0.2451,0.56,0.7857,0.0859
organic,mobile,2023-06-23,254,254.0,207.0,67.0,38.0,33.0,0.815,0.3237,0.5672,0.8684,0.1299
organic,tablet,2023-06-23,19,19.0,17.0,5.0,2.0,2.0,0.8947,0.2941,0.4,1.0,0.1053
paid,desktop,2023-06-23,79,79.0,64.0,25.0,12.0,11.0,0.8101,0.3906,0.48,0.9167,0.1392
paid,mobile,2023-06-23,183,183.0,150.0,51.0,22.0,21.0,0.8197,0.34,0.4314,0.9545,0.1148
paid,tablet,2023-06-23,16,16.0,13.0,4.0,3.0,2.0,0.8125,0.3077,0.75,0.6667,0.125
referral,desktop,2023-06-23,21,21.0,17.0,4.0,2.0,1.0,0.8095,0.2353,0.5,0.5,0.0476
referral,mobile,2023-06-23,48,48.0,39.0,10.0,7.0,5.0,0.8125,0.2564,0.7,0.7143,0.1042
referral,tablet,2023-06-23,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2023-06-22,34,34.0,27.0,8.0,7.0,7.0,0.7941,0.2963,0.875,1.0,0.2059
email,mobile,2023-06-22,61,61.0,51.0,19.0,10.0,8.0,0.8361,0.3725,0.5263,0.8,0.1311
email,tablet,2023-06-22,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
organic,desktop,2023-06-22,99,99.0,76.0,33.0,17.0,16.0,0.7677,0.4342,0.5152,0.9412,0.1616
organic,mobile,2023-06-22,217,217.0,177.0,58.0,26.0,20.0,0.8157,0.3277,0.4483,0.7692,0.0922
organic,tablet,2023-06-22,19,19.0,17.0,6.0,1.0,1.0,0.8947,0.3529,0.1667,1.0,0.0526
paid,desktop,2023-06-22,80,80.0,61.0,18.0,10.0,10.0,0.7625,0.2951,0.5556,1.0,0.125
paid,mobile,2023-06-22,184,184.0,146.0,50.0,24.0,22.0,0.7935,0.3425,0.48,0.9167,0.1196
paid,tablet,2023-06-22,12,12.0,11.0,8.0,4.0,4.0,0.9167,0.7273,0.5,1.0,0.3333
referral,desktop,2023-06-22,14,14.0,11.0,4.0,2.0,2.0,0.7857,0.3636,0.5,1.0,0.1429
referral,mobile,2023-06-22,67,67.0,59.0,17.0,9.0,9.0,0.8806,0.2881,0.5294,1.0,0.1343
referral,tablet,2023-06-22,3,3.0,1.0,0.0,0.0,0.0,0.3333,0.0,,,0.0
email,desktop,2023-06-21,23,23.0,14.0,6.0,3.0,3.0,0.6087,0.4286,0.5,1.0,0.1304
email,mobile,2023-06-21,50,50.0,36.0,11.0,6.0,6.0,0.72,0.3056,0.5455,1.0,0.12
email,tablet,2023-06-21,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2023-06-21,109,109.0,90.0,31.0,14.0,13.0,0.8257,0.3444,0.4516,0.9286,0.1193
organic,mobile,2023-06-21,249,249.0,197.0,70.0,39.0,33.0,0.7912,0.3553,0.5571,0.8462,0.1325
organic,tablet,2023-06-21,15,15.0,11.0,3.0,1.0,1.0,0.7333,0.2727,0.3333,1.0,0.0667
paid,desktop,2023-06-21,89,89.0,72.0,22.0,9.0,9.0,0.809,0.3056,0.4091,1.0,0.1011
paid,mobile,2023-06-21,182,182.0,146.0,48.0,26.0,25.0,0.8022,0.3288,0.5417,0.9615,0.1374
paid,tablet,2023-06-21,16,16.0,13.0,5.0,4.0,4.0,0.8125,0.3846,0.8,1.0,0.25
referral,desktop,2023-06-21,15,15.0,9.0,0.0,0.0,0.0,0.6,0.0,,,0.0
referral,mobile,2023-06-21,49,49.0,40.0,16.0,9.0,8.0,0.8163,0.4,0.5625,0.8889,0.1633
referral,tablet,2023-06-21,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
email,desktop,2023-06-20,29,29.0,23.0,5.0,2.0,2.0,0.7931,0.2174,0.4,1.0,0.069
email,mobile,2023-06-20,81,81.0,55.0,19.0,11.0,11.0,0.679,0.3455,0.5789,1.0,0.1358
email,tablet,2023-06-20,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,desktop,2023-06-20,112,112.0,83.0,32.0,15.0,12.0,0.7411,0.3855,0.4688,0.8,0.1071
organic,mobile,2023-06-20,248,248.0,203.0,73.0,42.0,39.0,0.8185,0.3596,0.5753,0.9286,0.1573
organic,tablet,2023-06-20,20,20.0,17.0,7.0,3.0,2.0,0.85,0.4118,0.4286,0.6667,0.1
paid,desktop,2023-06-20,110,110.0,88.0,27.0,15.0,14.0,0.8,0.3068,0.5556,0.9333,0.1273
paid,mobile,2023-06-20,211,211.0,159.0,52.0,22.0,20.0,0.7536,0.327,0.4231,0.9091,0.0948
paid,tablet,2023-06-20,19,19.0,16.0,8.0,6.0,6.0,0.8421,0.5,0.75,1.0,0.3158
referral,desktop,2023-06-20,20,20.0,14.0,4.0,3.0,3.0,0.7,0.2857,0.75,1.0,0.15
referral,mobile,2023-06-20,41,41.0,31.0,11.0,3.0,3.0,0.7561,0.3548,0.2727,1.0,0.0732
referral,tablet,2023-06-20,4,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2023-06-19,23,23.0,16.0,4.0,2.0,1.0,0.6957,0.25,0.5,0.5,0.0435
email,mobile,2023-06-19,65,65.0,54.0,20.0,10.0,10.0,0.8308,0.3704,0.5,1.0,0.1538
email,tablet,2023-06-19,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
organic,desktop,2023-06-19,101,101.0,80.0,26.0,13.0,13.0,0.7921,0.325,0.5,1.0,0.1287
organic,mobile,2023-06-19,241,241.0,203.0,69.0,33.0,31.0,0.8423,0.3399,0.4783,0.9394,0.1286
organic,tablet,2023-06-19,21,21.0,18.0,5.0,3.0,3.0,0.8571,0.2778,0.6,1.0,0.1429
